% Output generated by QOMET v2.1.0 beta - deltaQ (revision 92)
% time from_id from_node_x from_node_y from_node_z to_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
28.00 1 14.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.2047 -89.4089 10.5911 0.0443 0.0464 11000000.00 5851500.81 0.0000 1.4383 0.3044
28.50 0 0.000000 0.000000 0.000000 1 14.250000 10.000000 0.000000 17.4087 -89.6956 10.3044 0.0590 0.0627 11000000.00 5736999.73 0.0000 1.4670 0.3538
28.50 1 14.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.4087 -89.6956 10.3044 0.0590 0.0627 11000000.00 5736999.73 0.0000 1.4670 0.3538
29.00 0 0.000000 0.000000 0.000000 1 14.500000 10.000000 0.000000 17.6139 -89.9807 10.0193 0.0785 0.0851 11000000.00 5584486.31 0.0000 1.5070 0.4203
29.00 1 14.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.6139 -89.9807 10.0193 0.0785 0.0851 11000000.00 5584486.31 0.0000 1.5070 0.4203
29.50 0 0.000000 0.000000 0.000000 1 14.750000 10.000000 0.000000 17.8203 -90.2639 9.7361 0.1042 0.1163 11000000.00 5381097.64 0.0000 1.5640 0.5106
29.50 1 14.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.8203 -90.2639 9.7361 0.1042 0.1163 11000000.00 5381097.64 0.0000 1.5640 0.5106
30.00 0 0.000000 0.000000 0.000000 1 15.000000 10.000000 0.000000 18.0278 -90.5455 9.4545 0.1380 0.1601 11000000.00 5109129.01 0.0000 1.6472 0.6348
30.00 1 15.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 18.0278 -90.5455 9.4545 0.1380 0.1601 11000000.00 5109129.01 0.0000 1.6472 0.6348
30.50 0 0.000000 0.000000 0.000000 1 14.750000 10.000000 0.000000 17.8203 -90.2639 9.7361 0.1042 0.1163 11000000.00 5381097.64 0.0000 1.5640 0.5106
30.50 1 14.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.8203 -90.2639 9.7361 0.1042 0.1163 11000000.00 5381097.64 0.0000 1.5640 0.5106
31.00 0 0.000000 0.000000 0.000000 1 14.500000 10.000000 0.000000 17.6139 -89.9807 10.0193 0.0785 0.0851 11000000.00 5584486.31 0.0000 1.5070 0.4203
31.00 1 14.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.6139 -89.9807 10.0193 0.0785 0.0851 11000000.00 5584486.31 0.0000 1.5070 0.4203
31.50 0 0.000000 0.000000 0.000000 1 14.250000 10.000000 0.000000 17.4087 -89.6956 10.3044 0.0590 0.0627 11000000.00 5736999.73 0.0000 1.4670 0.3538
31.50 1 14.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.4087 -89.6956 10.3044 0.0590 0.0627 11000000.00 5736999.73 0.0000 1.4670 0.3538
32.00 0 0.000000 0.000000 0.000000 1 14.000000 10.000000 0.000000 17.2047 -89.4089 10.5911 0.0443 0.0464 11000000.00 5851500.81 0.0000 1.4383 0.3044
32.00 1 14.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.2047 -89.4089 10.5911 0.0443 0.0464 11000000.00 5851500.81 0.0000 1.4383 0.3044
32.50 0 0.000000 0.000000 0.000000 1 13.750000 10.000000 0.000000 17.0018 -89.1205 10.8795 0.0332 0.0343 11000000.00 5937479.27 0.0000 1.4174 0.2677
32.50 1 13.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 17.0018 -89.1205 10.8795 0.0332 0.0343 11000000.00 5937479.27 0.0000 1.4174 0.2677
33.00 0 0.000000 0.000000 0.000000 1 13.500000 10.000000 0.000000 16.8003 -88.8305 11.1695 0.0248 0.0255 11000000.00 6002010.61 0.0000 1.4022 0.2403
33.00 1 13.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.8003 -88.8305 11.1695 0.0248 0.0255 11000000.00 6002010.61 0.0000 1.4022 0.2403
